[dotenv@17.0.1] injecting env (9) from .env – [tip] encrypt with dotenvx: https://dotenvx.com
TalkDeck server running on port 3001
Connected to SQLite database
::1 - - [05/Jul/2025:16:08:47 +0000] "GET /js/signature-pad.js HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:08:47 +0000] "GET /js/app.js HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:08:47 +0000] "GET /api/nda/demo HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:09:07 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 27 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:09:07 +0000] "GET /css/styles.css HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:11:21 +0000] "GET /deck/demo HTTP/1.1" 200 6275 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:11:21 +0000] "GET /css/styles.css HTTP/1.1" 200 9025 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:11:21 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 27 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:11:21 +0000] "GET /js/signature-pad.js HTTP/1.1" 200 3517 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:11:21 +0000] "GET /js/app.js HTTP/1.1" 200 16213 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:11:21 +0000] "GET /api/nda/demo HTTP/1.1" 200 879 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:11:21 +0000] "GET /images/favicon.ico HTTP/1.1" 404 27 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:16:33 +0000] "GET /deck/demo HTTP/1.1" 200 6402 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:16:33 +0000] "GET /css/styles.css HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:16:33 +0000] "GET /js/app.js HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:16:33 +0000] "GET /js/signature-pad.js HTTP/1.1" 200 3802 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:16:33 +0000] "GET /api/nda/demo HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:16:51 +0000] "POST /api/nda/demo/sign HTTP/1.1" 200 442 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:16:51 +0000] "POST /api/chat/start HTTP/1.1" 200 588 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:17:06 +0000] "POST /api/chat/06b5dfd0-6847-44f6-9312-2debb982bd15/message HTTP/1.1" 200 1112 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:19:58 +0000] "POST /api/chat/06b5dfd0-6847-44f6-9312-2debb982bd15/message HTTP/1.1" 200 1211 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:20:20 +0000] "POST /api/chat/06b5dfd0-6847-44f6-9312-2debb982bd15/message HTTP/1.1" 200 1027 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:20:53 +0000] "GET /deck/demo HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:20:53 +0000] "GET /css/styles.css HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:20:53 +0000] "GET /js/signature-pad.js HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:20:53 +0000] "GET /js/app.js HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:20:53 +0000] "POST /api/nda/demo/verify HTTP/1.1" 200 154 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
